DATAFLOW,LAST UPDATE,freq,sector,currency,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2001,1504.09,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2002,1866.47,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2003,1747.22,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2004,2064.76,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2005,2561.43,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2006,2892.01,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2007,4094.28,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2008,4045.67,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2009,3740.3,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2010,4985.94,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2011,6164.05,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2012,6287.14,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2013,7340.03,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2014,5988.19,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2015,6613.32,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2016,6388.18,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2017,6661.11,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2018,7497.96,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2019,7518,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2020,6845.13,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2021,7053.41,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Bratislavský kraj,2022,7634.74,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2000,1868.5,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2001,2327.86,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2002,2365.75,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2003,2423,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2004,2756.53,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2005,3572.49,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2006,4014.87,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2007,4399.58,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2008,5618.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2009,4308.79,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2010,4216.19,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2011,4734.46,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2012,3874.53,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2013,3809.33,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2014,4265.62,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2015,4960.74,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2016,4932.86,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2017,4815.53,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2018,4800.69,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2019,5214.9,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2020,4804.05,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2021,5331.54,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Západné Slovensko,2022,6360.56,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2000,1317.57,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2001,1600.82,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2002,1600.66,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2003,1665.55,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2004,1835.71,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2005,2220.98,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2006,2508.94,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2007,3220.31,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2008,3506.76,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2009,2838.58,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2010,2937.69,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2011,3275.97,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2012,2836.37,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2013,2436.24,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2014,3110.31,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2015,4027.32,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2016,3338.36,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2017,3441.33,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2018,3648.03,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2019,4100.18,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2020,3720.38,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2021,4133.35,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Stredné Slovensko,2022,4084.86,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2000,1345.31,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2001,1668.19,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2002,1651.41,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2003,1738.21,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2004,1902.47,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2005,2278.24,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2006,2609.37,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2007,3067.56,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2008,3761.53,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2009,3012.25,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2010,2876.8,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2011,2974.7,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2012,2521.95,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2013,2231.99,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2014,2848.81,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2015,3946.35,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2016,3019.93,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2017,3156.1,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2018,3322.49,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2019,3666.02,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2020,3287.96,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2021,3450.63,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million euro,Total - all NACE activities,Východné Slovensko,2022,3482.27,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2000,1257,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2001,1307,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2002,1259,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2003,1303,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2004,1478,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2005,1430,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2006,1566,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2007,1714,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2008,1710,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2009,1624,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2010,1660,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2011,1754,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2012,2020,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2013,1940,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2014,2022,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2015,2041,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2016,2022,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2017,2327,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2018,2321,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2019,2448,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2020,2501,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2021,2989,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Burgenland,2022,3140,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2000,8462,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2001,8334,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2002,7913,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2003,8560,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2004,8857,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2005,9111,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2006,9275,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2007,10284,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2008,11612,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2009,11229,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2010,10512,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2011,11629,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2012,11668,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2013,12640,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2014,12392,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2015,13181,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2016,13340,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2017,13829,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2018,14850,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2019,16450,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2020,15330,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2021,16521,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Niederösterreich,2022,18016,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2000,15696,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2001,15015,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2002,14741,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2003,15495,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2004,16308,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2005,16175,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2006,16564,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2007,17366,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2008,17211,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2009,16492,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2010,16669,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2011,18500,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2012,18517,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2013,18605,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2014,18954,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2015,19099,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2016,19893,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2017,20992,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2018,22987,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2019,24127,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2020,23369,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2021,25681,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Wien,2022,27369,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2000,3076,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2001,3240,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2002,3010,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2003,2953,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2004,3124,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2005,3489,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2006,3652,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2007,4051,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2008,4076,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2009,3309,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2010,3426,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2011,4028,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2012,4066,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2013,4081,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2014,4071,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2015,4258,,
ESTAT:NAMA_10R_2GFCF(1.0),18/03/25 23:00:00,Annual,Total economy,Million units of national currency,Total - all NACE activities,Kärnten,2016,4265,,
