"VARIABLE","VERSIONS","LEVEL","NUTSCODE","YEAR","SEX","AGE","ISCED11","UNIT","VALUE"
"RPDTN",2021,2,"PT30",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",16.2
"RPDTN",2021,2,"RO11",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",14.2
"RPDTN",2021,2,"RO12",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",14.3
"RPDTN",2021,2,"RO21",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",11.9
"RPDTN",2021,2,"RO22",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",12.4
"RPDTN",2021,2,"RO31",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",11.4
"RPDTN",2021,2,"RO32",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",33.1
"RPDTN",2021,2,"RO41",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",14.3
"RPDTN",2021,2,"RO42",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",14.2
"RPDTN",2021,2,"RS11",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",31.4
"RPDTN",2021,2,"RS12",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",15.8
"RPDTN",2021,2,"RS21",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",15.2
"RPDTN",2021,2,"RS22",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",16.5
"RPDTN",2021,2,"SE11",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",45.7
"RPDTN",2021,2,"SE12",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",35.1
"RPDTN",2021,2,"SE21",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",29.2
"RPDTN",2021,2,"SE22",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",37.9
"RPDTN",2021,2,"SE23",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",36.5
"RPDTN",2021,2,"SE31",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27.4
"RPDTN",2021,2,"SE32",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",30.5
"RPDTN",2021,2,"SE33",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",35.4
"RPDTN",2021,2,"SI03",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",23.6
"RPDTN",2021,2,"SI04",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",32.9
"RPDTN",2021,2,"SK01",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",37.5
"RPDTN",2021,2,"SK02",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",16.6
"RPDTN",2021,2,"SK03",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",18.8
"RPDTN",2021,2,"SK04",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",17.5
"RPDTN",2021,2,"TR10",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",18.8
"RPDTN",2021,2,"TR21",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",13.5
"RPDTN",2021,2,"TR22",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",13.1
"RPDTN",2021,2,"TR31",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",18.9
"RPDTN",2021,2,"TR32",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",11.9
"RPDTN",2021,2,"TR33",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",8
"RPDTN",2021,2,"TR41",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",15.2
"RPDTN",2021,2,"TR42",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",16.8
"RPDTN",2021,2,"TR51",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.8
"RPDTN",2021,2,"TR52",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",11.5
"RPDTN",2021,2,"TR61",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",15.9
"RPDTN",2021,2,"TR62",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",12.6
"RPDTN",2021,2,"TR63",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",9.1
"RPDTN",2021,2,"TR71",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",12.8
"RPDTN",2021,2,"TR72",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",14.6
"RPDTN",2021,2,"TR81",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",9.6
"RPDTN",2021,2,"TR82",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",10.1
"RPDTN",2021,2,"TR83",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",10.1
"RPDTN",2021,2,"TR90",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",11.3
"RPDTN",2021,2,"TRA1",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",13.1
"RPDTN",2021,2,"TRA2",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",8.2
"RPDTN",2021,2,"TRB1",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",10.8
"RPDTN",2021,2,"TRB2",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",7.2
"RPDTN",2021,2,"TRC1",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",11
"RPDTN",2021,2,"TRC2",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",6.9
"RPDTN",2021,2,"TRC3",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",7.8
"RPDTN",2021,2,"UKC1",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27.4
"RPDTN",2021,2,"UKC2",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",31.5
"RPDTN",2021,2,"UKD1",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",34.4
"RPDTN",2021,2,"UKD3",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",36.1
"RPDTN",2021,2,"UKD4",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",32.2
"RPDTN",2021,2,"UKD6",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",43.8
"RPDTN",2021,2,"UKD7",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",30.9
"RPDTN",2021,2,"UKE1",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",29.1
"RPDTN",2021,2,"UKE2",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",44.3
"RPDTN",2021,2,"UKE3",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",30.6
"RPDTN",2021,2,"UKE4",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",34.4
"RPDTN",2021,2,"UKF1",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",35.8
"RPDTN",2021,2,"UKF2",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",36.7
"RPDTN",2021,2,"UKF3",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",31.3
"RPDTN",2021,2,"UKG1",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",40.1
"RPDTN",2021,2,"UKG2",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",31
"RPDTN",2021,2,"UKG3",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",29.8
"RPDTN",2021,2,"UKH1",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",37.5
"RPDTN",2021,2,"UKH2",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",41.6
"RPDTN",2021,2,"UKH3",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",31.3
"RPDTN",2021,2,"UKI3",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",68.2
"RPDTN",2021,2,"UKI4",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",58.4
"RPDTN",2021,2,"UKI5",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",42.9
"RPDTN",2021,2,"UKI6",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",51.7
"RPDTN",2021,2,"UKI7",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",52.3
"RPDTN",2021,2,"UKJ1",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",48.4
"RPDTN",2021,2,"UKJ2",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",44.2
"RPDTN",2021,2,"UKJ3",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",42.1
"RPDTN",2021,2,"UKJ4",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",35.4
"RPDTN",2021,2,"UKK1",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",40.8
"RPDTN",2021,2,"UKK2",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",38.5
"RPDTN",2021,2,"UKK3",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",32.7
"RPDTN",2021,2,"UKK4",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",35.6
"RPDTN",2021,2,"UKL1",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",33.5
"RPDTN",2021,2,"UKL2",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",40.4
"RPDTN",2021,2,"UKM5",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",43.5
"RPDTN",2021,2,"UKM6",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",44.8
"RPDTN",2021,2,"UKM7",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",48.2
"RPDTN",2021,2,"UKM8",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",42.8
"RPDTN",2021,2,"UKM9",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",36.5
"RPDTN",2021,2,"UKN0",2013,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",32.5
"RPDTN",2021,2,"AT11",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.7
"RPDTN",2021,2,"AT12",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",29.1
"RPDTN",2021,2,"AT13",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",39.1
"RPDTN",2021,2,"AT21",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",28.8
"RPDTN",2021,2,"AT22",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.7
"RPDTN",2021,2,"AT31",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",26.7
"RPDTN",2021,2,"AT32",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",29.8
"RPDTN",2021,2,"AT33",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27
"RPDTN",2021,2,"AT34",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.6
"RPDTN",2021,2,"BE10",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",43.5
"RPDTN",2021,2,"BE21",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",38.1
"RPDTN",2021,2,"BE22",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",31.1
"RPDTN",2021,2,"BE23",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",36.7
"RPDTN",2021,2,"BE24",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",45.8
"RPDTN",2021,2,"BE25",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",33
"RPDTN",2021,2,"BE31",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",51.9
"RPDTN",2021,2,"BE32",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",28.1
"RPDTN",2021,2,"BE33",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",33.1
"RPDTN",2021,2,"BE34",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",35.1
"RPDTN",2021,2,"BE35",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",36.7
"RPDTN",2021,2,"BG31",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",20.6
"RPDTN",2021,2,"BG32",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",22.7
"RPDTN",2021,2,"BG33",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27
"RPDTN",2021,2,"BG34",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",20.9
"RPDTN",2021,2,"BG41",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",37.5
"RPDTN",2021,2,"BG42",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",21.4
"RPDTN",2021,2,"CH01",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",38.7
"RPDTN",2021,2,"CH02",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",36.3
"RPDTN",2021,2,"CH03",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",39.7
"RPDTN",2021,2,"CH04",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",45.8
"RPDTN",2021,2,"CH05",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",33.2
"RPDTN",2021,2,"CH06",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",36.5
"RPDTN",2021,2,"CH07",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",33.2
"RPDTN",2021,2,"CY00",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",40.3
"RPDTN",2021,2,"CZ01",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",40.3
"RPDTN",2021,2,"CZ02",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",21.7
"RPDTN",2021,2,"CZ03",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",17.6
"RPDTN",2021,2,"CZ04",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",14.3
"RPDTN",2021,2,"CZ05",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",17.9
"RPDTN",2021,2,"CZ06",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",23.3
"RPDTN",2021,2,"CZ07",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",18.7
"RPDTN",2021,2,"CZ08",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",16.7
"RPDTN",2021,2,"DE11",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",30.8
"RPDTN",2021,2,"DE12",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",29.9
"RPDTN",2021,2,"DE13",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27
"RPDTN",2021,2,"DE14",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",30.5
"RPDTN",2021,2,"DE21",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",37.1
"RPDTN",2021,2,"DE22",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",21.1
"RPDTN",2021,2,"DE23",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.2
"RPDTN",2021,2,"DE24",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",24.4
"RPDTN",2021,2,"DE25",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27.8
"RPDTN",2021,2,"DE26",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.7
"RPDTN",2021,2,"DE27",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.2
"RPDTN",2021,2,"DE30",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",36.1
"RPDTN",2021,2,"DE40",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27.7
"RPDTN",2021,2,"DE50",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",26.5
"RPDTN",2021,2,"DE60",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",33.6
"RPDTN",2021,2,"DE71",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",32
"RPDTN",2021,2,"DE72",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.8
"RPDTN",2021,2,"DE73",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",22.5
"RPDTN",2021,2,"DE80",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",24.1
"RPDTN",2021,2,"DE91",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.3
"RPDTN",2021,2,"DE92",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.2
"RPDTN",2021,2,"DE93",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",21.6
"RPDTN",2021,2,"DE94",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",20.6
"RPDTN",2021,2,"DEA1",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",23.8
"RPDTN",2021,2,"DEA2",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",28.3
"RPDTN",2021,2,"DEA3",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",22.7
"RPDTN",2021,2,"DEA4",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",21.7
"RPDTN",2021,2,"DEA5",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",20.9
"RPDTN",2021,2,"DEB1",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",21.9
"RPDTN",2021,2,"DEB2",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.7
"RPDTN",2021,2,"DEB3",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",26.7
"RPDTN",2021,2,"DEC0",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",19.9
"RPDTN",2021,2,"DED2",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",31
"RPDTN",2021,2,"DED4",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",24.8
"RPDTN",2021,2,"DED5",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",30
"RPDTN",2021,2,"DEE0",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",23.7
"RPDTN",2021,2,"DEF0",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",23.4
"RPDTN",2021,2,"DEG0",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27
"RPDTN",2021,2,"DK01",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",47.5
"RPDTN",2021,2,"DK02",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",28.8
"RPDTN",2021,2,"DK03",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",29.3
"RPDTN",2021,2,"DK04",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",33.1
"RPDTN",2021,2,"DK05",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27
"RPDTN",2021,2,"EE00",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",37.6
"RPDTN",2021,2,"EL30",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",36.3
"RPDTN",2021,2,"EL41",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.3
"RPDTN",2021,2,"EL42",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",17.8
"RPDTN",2021,2,"EL43",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",22
"RPDTN",2021,2,"EL51",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",20.5
"RPDTN",2021,2,"EL52",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27.3
"RPDTN",2021,2,"EL53",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",22.3
"RPDTN",2021,2,"EL54",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",24.6
"RPDTN",2021,2,"EL61",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",26.3
"RPDTN",2021,2,"EL62",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",17.7
"RPDTN",2021,2,"EL63",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",22.6
"RPDTN",2021,2,"EL64",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",17.9
"RPDTN",2021,2,"EL65",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",19.3
"RPDTN",2021,2,"ES11",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",33.4
"RPDTN",2021,2,"ES12",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",38.7
"RPDTN",2021,2,"ES13",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",37.4
"RPDTN",2021,2,"ES21",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",47
"RPDTN",2021,2,"ES22",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",42.7
"RPDTN",2021,2,"ES23",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",36.9
"RPDTN",2021,2,"ES24",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",35.7
"RPDTN",2021,2,"ES30",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",47.2
"RPDTN",2021,2,"ES41",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",34.5
"RPDTN",2021,2,"ES42",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27.2
"RPDTN",2021,2,"ES43",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",26.8
"RPDTN",2021,2,"ES51",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",37
"RPDTN",2021,2,"ES52",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",32
"RPDTN",2021,2,"ES53",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27.9
"RPDTN",2021,2,"ES61",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27.6
"RPDTN",2021,2,"ES62",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27.1
"RPDTN",2021,2,"ES63",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",22.5
"RPDTN",2021,2,"ES64",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",28.8
"RPDTN",2021,2,"ES70",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27
"RPDTN",2021,2,"FI19",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",39.2
"RPDTN",2021,2,"FI1B",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",50.2
"RPDTN",2021,2,"FI1C",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",38.1
"RPDTN",2021,2,"FI1D",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",36.8
"RPDTN",2021,2,"FI20",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",32
"RPDTN",2021,2,"FR10",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",43.9
"RPDTN",2021,2,"FRB0",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27.4
"RPDTN",2021,2,"FRC1",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27.6
"RPDTN",2021,2,"FRC2",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",27.3
"RPDTN",2021,2,"FRD1",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",24.4
"RPDTN",2021,2,"FRD2",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",24.8
"RPDTN",2021,2,"FRE1",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",29
"RPDTN",2021,2,"FRE2",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",22
"RPDTN",2021,2,"FRF1",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",30.5
"RPDTN",2021,2,"FRF2",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",23.3
"RPDTN",2021,2,"FRF3",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",28.1
"RPDTN",2021,2,"FRG0",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",30.4
"RPDTN",2021,2,"FRH0",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",33.6
"RPDTN",2021,2,"FRI1",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",32.8
"RPDTN",2021,2,"FRI2",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",29.4
"RPDTN",2021,2,"FRI3",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",26.1
"RPDTN",2021,2,"FRJ1",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",31.4
"RPDTN",2021,2,"FRJ2",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",41.8
"RPDTN",2021,2,"FRK1",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",25.9
"RPDTN",2021,2,"FRK2",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",37.1
"RPDTN",2021,2,"FRL0",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",35
"RPDTN",2021,2,"FRM0",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",24.1
"RPDTN",2021,2,"FRY1",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",18.7
"RPDTN",2021,2,"FRY2",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",23.3
"RPDTN",2021,2,"FRY3",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",18.4
"RPDTN",2021,2,"FRY4",2014,"Total","From 25 to 64 years","Tertiary education (levels 5-8)","Percent",19.6
